Title: 其中的开关被封闭在外壳内或在结构上开关与外壳相结合的开关装置的设置，如柜（用 于隔离的有可拉出台车的开关装置入H02B11/00）

Code: H02B13/00

========================================

H02B13/01 有树脂外壳的

H02B13/02 有金属外壳的

H02B13/025 安全装置，例如在由于电故障导致的过压或失火情况

H02B13/035 气体绝缘开关装置

H02B13/045 外壳的零部件，例如气体密封

H02B13/055 有关气体特征的

H02B13/065 用于检测或反应机械或电气故障的装置

H02B13/075 接地装置

H02B13/08 带有石、砖或混凝土外壳的

