Title: 应用圆盘式碾磨机的碾碎和粉碎（专门适用于制造或处理可可或可可产品的入 A23G1/04）

Code: B02C7/00

========================================

B02C7/02 具有同轴圆盘的

B02C7/04 有内啮合齿同心圆的

B02C7/06 有水平轴的（B02C7/04优先）

B02C7/08 有垂直轴的（B02C7/04优先）

B02C7/10 具有偏心圆盘的

B02C7/11 零件

B02C7/12 圆盘的形状与构造

B02C7/13 用于谷物碾磨机的

B02C7/14 圆盘的调节，加压或控制其间的距离

B02C7/16 驱动机构

B02C7/17 圆盘的冷却或加热

B02C7/175 专门适用于糊状材料，例如，涂料，巧克力，胶质物的圆盘式碾磨机

B02C7/18 专门适用于谷物的圆盘式碾磨机

