Title: 科学、医学或数学用的模型，例如用于演示的具有真实尺寸的装置（具有玩具性质的入 A63H）

Code: G09B23/00

========================================

G09B23/02 数学的

G09B23/04 几何、三角、投影或透视用的（用于勘测的入G09B25/06）

G09B23/06 物理学的

G09B23/08 静力学或动力学用

G09B23/10 固体的

G09B23/12 液体或气体的

G09B23/14 声学的

G09B23/16 热学的

G09B23/18 电学或磁学的

G09B23/20 原子物理学或核子学

G09B23/22 光学的

G09B23/24 化学的

G09B23/26 分子结构；晶体学的

G09B23/28 医学的

G09B23/30 解剖模型（牙科关节入A61C11/00）

G09B23/32 有可动部分

G09B23/34 有可拆部分

G09B23/36 动物学的

G09B23/38 植物学的

G09B23/40 地质学的

