Title: 对具有渐进运动的制品进行干燥的机器或设备；对密集批料进行干燥的具有渐进运动的 机器或设备（F26B 13/00，F26B 17/00优先；传送装置一般入B65G）

Code: F26B15/00

========================================

F26B15/02 以整个或部分循环运动的

F26B15/04 以水平面

F26B15/06 包括若干平面，叠置的

F26B15/08 以垂直面

F26B15/10 以一条或多条直线形成的路线移动的，例如复合路线

F26B15/12 路线均为水平或略有倾斜的

F26B15/14 用托盘或框架运送制品或批料的

F26B15/16 用轮式货车运送制品或批料的

F26B15/18 用环形带运送制品或批料的

F26B15/20 路线均为垂直或陡斜的

F26B15/22 用环形带运送制品或成批材料的

F26B15/24 成锯齿形路线的

F26B15/26 以螺旋路线运动的

