Title: 供给或送入要包装的流动性固体的、塑性的、或液体的材料，或大量松散的小物件 （将这类物料或物件装入单个容器的方法或装置入B65B1/04，B65B3/04）

Code: B65B37/00

========================================

B65B37/02 用重力流

B65B37/04 用振动给料器

B65B37/06 用活塞或泵

B65B37/08 用旋转式给料器

B65B37/10 螺杆式的

B65B37/12 离心式的

B65B37/14 用气动给料器

B65B37/16 从供料中分出精确数量的物料（在容器装灌机械中的入B65B1/30，B65B3/26）

B65B37/18 用称量法

B65B37/20 用体积测量

