Title: 与包装有关的保存、防护、或净化包装件或装入物（在特殊气氛或气体条件下的包 装入B65B31/00；用于在装入物上面放置保护薄片、栓塞、或软填块入B65B61/22）

Code: B65B55/00

========================================

B65B55/02 消毒，如整个包装件的消毒

B65B55/04 在包装前或包装过程中对包裹材料或贮器消毒

B65B55/06 用加热

B65B55/08 用辐照

B65B55/10 用液体或气体（B65B55/06优先）

B65B55/12 在包装前或包装过程中对装入物消毒

B65B55/14 用加热

B65B55/16 用辐照

B65B55/18 用液体或气体（B65B55/14优先）

B65B55/19 通过添加打算去除自由氧或产生抑制剂气体，如汽相抑制剂的物料

B65B55/20 将装入物埋入缓冲介质，如泡沫塑料、颗粒材料

B65B55/22 将装入物浸入保护液

B65B55/24 清洁容器、包裹材料或包装材料，或消除容器、包裹材料或包装材料的尘埃

