Title: 含有羧基的化合物，羧基的1个氧原子被氮原子取代，该氮原子进一步连接非硝基或亚硝 基的氧原子

Code: C07C259/00

========================================

C07C259/02 羧基的其他氧原子被卤原子取代

C07C259/04 羧基的其他氧原子不再被取代，例如，氧肟酸

C07C259/06 氧肟基的碳原子连接氢原子或非环碳原子

C07C259/08 异羟肟基的碳原子连接除六元芳环以外的环的碳原子

C07C259/10 氧肟基的碳原子连接六元芳环碳原子的

C07C259/12 羧基的其他氧原子被氮原子取代，例如，N-羟基脒

C07C259/14 羟脒基的碳原子连接氢原子或非环碳原子

C07C259/16 羟脒基的碳原子连接除六元芳环以外的环的碳原子

C07C259/18 羟脒基的碳原子连接六元芳环碳原子

C07C259/20 至少一个羟脒基的氮原子连接另一个氮原子

