Title: 制备脲或其衍生物，即含有以下任何基团的化合物NCON，NCNO或NCNHal或该氮原子不属 于硝基或亚硝基

Code: C07C273/00

========================================

C07C273/02 脲、其盐、配合物或加成化合物

C07C273/04 由二氧化碳和氨

C07C273/06 由氨基腈或氰氨化钙

C07C273/08 由氨水

C07C273/10 结合氨的合成

C07C273/12 结合三聚氰胺的合成

C07C273/14 分离；纯化；稳定化；添加剂的使用

C07C273/16 分离；纯化

C07C273/18 取代的脲

