Title: 在飞行中抛投、弹射、释放或接收物品、液体或类似物资（飞行时加油入 B64D39/00）（发射投射弹或导弹的发射装置入F41F1/00，F41F7/00）（火箭或鱼雷 发射器入F41F3/00）（有关武器瞄准具入F41G）

Code: B64D1/00

========================================

B64D1/02 抛投、弹射或释放物品（可抛投的燃料箱入B64D37/12）

B64D1/04 物品是爆炸品，例如炸弹

B64D1/06 炸弹投放；炸弹舱门

B64D1/08 物品是载重装置

B64D1/10 用于飞机内该载重装置的贮藏装置

B64D1/12 释放

B64D1/14 吸收着陆冲击的

B64D1/16 抛投或释放粉状、液态或气态物质的，例如用于火攻的（抛投燃料入B64D37/26）

B64D1/18 通过喷射，例如喷洒杀虫剂

B64D1/20 用于空中书写的

B64D1/22 从地面上装载物品的

