Title: 具有全部或主要由金属、塑料、木材或其代用材料制作的两件或多件刚性的，或基 本上刚性的元件相互连接或组装构成的曲线断面的容器（用切割、穿透或撕裂器壁 部分进行开口的特殊构造入B65D17/00）

Code: B65D8/00

========================================

B65D8/02 装料或卸料孔口的配置

B65D8/04 以器壁结构或器壁之间的连接为特征的

B65D8/06 有面对面隔一定间距配置的多层壁，如双层壁

B65D8/08 加固或加强零件或构件

B65D8/10 撑条、带、条或配件

B65D8/12 变形，如瓦楞

B65D8/14 可折叠的

B65D8/16 有由层压板构成的器壁，如胶合板构成的器壁

B65D8/18 在器壁之间有永久连接

B65D8/20 用轧制或轧制和压制方法制成的

B65D8/22 将相对的表面用钎焊、电焊或其他方法连结而制成的（B65D8/20优先）

