Title: 练习或教练弹药（降低射程、稳定或减速装置入F42B10/00；带信号效应的入 F42B12/02；F42B19/00优先）

Code: F42B8/00

========================================

F42B8/02 弹药筒

F42B8/04 空包弹，即没有弹丸但有炸药或易燃火药装药的装填弹药筒

F42B8/06 用于火帽发火的手枪

F42B8/08 假弹，即既无雷管又无炸药或可燃火药装药的惰性弹药筒

F42B8/10 有次口径接头的

F42B8/12 弹丸或发射物（F42B19/36优先）

F42B8/14 飞行中或碰撞时分裂的

F42B8/16 有粉状或粒状惰性填料的〔5〕

F42B8/18 枪榴弹

F42B8/20 迫击炮弹

F42B8/22 空投炸弹

F42B8/24 火箭

F42B8/26 手榴弹

F42B8/28 陆地地雷或水雷；深水炸弹

