Title: 水雷，例如从水面舰只或潜艇发射的（F42B12/00优先；用于练习或教练的入 F42B8/28；布雷或扫雷入B63G）

Code: F42B22/00

========================================

F42B22/02 触发水雷（触发引信入F42C7/02）

F42B22/04 感应水雷，例如用磁效应或声效应的

F42B22/06 海底水雷

F42B22/08 漂移水雷（带推进装置的入F42B19/00）

F42B22/10 系留水雷

F42B22/12 在固定深度上放置的

F42B22/14 在可变深度上放置的

F42B22/16 应用机械装置的，例如坠铊和浮体

F42B22/18 应用静水压力装置的

F42B22/20 应用磁或声的深度控制装置的

F42B22/22 自身装有下沉装置的

F42B22/24 在雷区或障碍区内水雷的布置（海港防护用的网状壁垒入F41H11/05）

F42B22/42 带有防扫雷装置的，例如电的

F42B22/44 适用于从飞机上投射的

