Title: 具有柔性工作元件的机械、泵，或泵送装置（专门适应于弹性流体的泵或泵送装置入 F04B45/00）

Code: F04B43/00

========================================

F04B43/02 具有板状柔性件，例如隔膜（F04B43/14优先）

F04B43/04 具有电气驱动的泵

F04B43/06 具有流体驱动的泵

F04B43/067 流体是由活塞直接致动的

F04B43/073 致动流体至少受1个阀控制的

F04B43/08 具有管状柔性件（F04B43/12优先）

F04B43/09 具有电驱动的泵

F04B43/10 具有流体驱动的泵

F04B43/107 流体是由活塞直接致动的

F04B43/113 致动流体至少受1个阀控制的

F04B43/12 具有蠕动动作的

F04B43/14 具有板状柔性件

