Title: 专门适用于人体的特定部位的训练器械（A63B22/00优先；阻力方面的 入A63B21/00；这类器械的电的或电子控制器入A63B24/00；在键盘操 作教练中，手指或手臂训练或增强的装置入G09B，如G09B15/06）

Code: A63B23/00

========================================

A63B23/02 用于腹部、脊骨、躯干或肩部的

A63B23/025 用于头或颈

A63B23/03 用于面部肌肉的

A63B23/035 用于肢体，即上肢或下肢，例如同时用于上肢和下肢

A63B23/04 用于下肢

A63B23/08 用于踝关节

A63B23/10 用于脚或足尖

A63B23/12 用于上肢

A63B23/14 用于腕关节

A63B23/16 用于手或手指

A63B23/18 用于改进呼吸功能

A63B23/20 用于阴道肌肉

