Title: 高尔夫球棍袋；在高尔夫球场地上用的球棍支架；特别适用于高尔夫 包的带轮子的搬运装置

Code: A63B55/00

========================================

A63B55/10 玩高尔夫球时的球棍支架

A63B55/20 带有特殊的球容器

A63B55/30 带有轮子的包

A63B55/40 带有分区或球棒支撑物的包

A63B55/50 支撑，例如带有锚在地上的装置

A63B55/53 带有把包放在地上时自动打开的腿

A63B55/57 带有三脚或类似支撑的包

A63B55/60 特别适用于高尔夫包的带轮子的搬运装置

