Title: 在装置中使用工件与载有液体或其他流体的构件相接触，例如多孔构件装上作涂层 用的液体，将液体或其他流体涂布于工件表面（B05C5/02，B05C7/00，B05C19/00优 先）

Code: B05C1/00

========================================

B05C1/02 对分开的各个物品涂布液体或其他流体

B05C1/04 对不定长度的工件涂布液体或其他流体

B05C1/06 用摩擦接触，如用刷，用垫

B05C1/08 用滚子

B05C1/10 从滚子内部供给液体或其他流体

B05C1/12 工件在滚子周围进给（B05C1/10优先）

B05C1/14 用传送带

B05C1/16 仅在工件的特殊部分

