Title: 可调容量的贮气罐（一般大型容器入B65D88/00；在地下用天然或人工的穴或室贮存流 体入B65G5/00）

Code: F17B1/00

========================================

F17B1/007 带有可伸缩地移动的环形部件的（F17B1/10优先；环的密封入F17B1/04）

F17B1/013 带有可移动的圆盘的（F17B1/10优先；圆盘的密封入F17B1/04）

F17B1/02 零部件

F17B1/04 滑动部件的密封装置（一般的入F16J15/00）

F17B1/06 使用密封液的

F17B1/08 使用弹性密封料的，例如皮革

F17B1/10 可移动的导向件

F17B1/12 进气或排气装置

F17B1/14 安全装置，例如超压的预防

F17B1/16 湿型的

F17B1/18 钟型的

F17B1/20 伸缩型的

F17B1/22 螺旋导向型的

F17B1/24 干型的

F17B1/26 具有挠性壁的，例如波纹管（阀与可充气弹性体的连接入B60C29/00）

