Title: 绘图桌或台；绘图板载具（可改成绘图台的桌子入A47B85/02；画架或 黑板支架或类似物用的支架入A47B97/04；绘图板入B43L5/00）

Code: A47B27/00

========================================

A47B27/02 无平衡装置的可调节绘图台

A47B27/04 带有绘图板平衡装置的可调节的绘图板载具

A47B27/06 用弹簧平衡的

A47B27/08 有平行连接导轨的

A47B27/10 用重量平衡的

A47B27/12 有平行连接导轨的

A47B27/14 可调节的底架

A47B27/16 液压调节的

A47B27/18 固定装置，如固定板的斜度的（A47B27/14优先）

