Title: 静电喷射装置；能使喷雾带电的喷射装置；用其他的电手段来喷射液体或其他流体 的装置

Code: B05B5/00

========================================

B05B5/025 放电装置，例如电子喷枪

B05B5/03 以使用气体为特征

B05B5/035 以无气体喷射为特征

B05B5/04 以具有转动的出口或偏转部件的装置为特征

B05B5/043 利用感应放电

B05B5/047 利用摩擦放电

B05B5/053 提供电能的装置，例如放电能源

B05B5/057 不用喷枪或喷嘴装置能使液体或其他液态物质放电的装置

B05B5/06 利用电弧

B05B5/08 把液体或其他流体涂于物体上的设备

B05B5/10 提供电能的装置，例如放电能源（排射装置中的入B05B5/053-）

B05B5/12 专门适用于空心体内部的涂覆

B05B5/14 专门适用于连续移动的细长体，如线、条、管的涂覆

B05B5/16 提供液体或其他流态物质的装置

