Title: 专门用于制备控制排字机用的记录载体的设备（供铸造单个字符或隔空如单字铸排 机中的入B41B7/04；其上有数字资料的记录载体的标记或复制方法一般入 G06K1/00）

Code: B41B25/00

========================================

B41B25/10 包括齐行用的装置，如行长的计算和指示装置

B41B25/12 包括进出字库流通的元件的

B41B25/14 操作时无齐行楔的

B41B25/16 使用字模宽度的二进制码

B41B25/18 与排字机结合的

B41B25/20 辅助装置；特殊用途的装置

B41B25/22 用于指示字行长度的

B41B25/24 用于校改错误的

B41B25/26 用于更换全套铅字的

