Title: 以减振器布置、定位或类别为特点的弹性悬架（减振作用的调整入B60G17/06；减振 器本身入F16F）

Code: B60G13/00

========================================

B60G13/02 具有耗能减振器的，例如摩擦耗能

B60G13/04 机械的，例如具有摩擦接合弹簧作为减振元件的

B60G13/06 流体类的

B60G13/08 液压的

B60G13/10 气动的

B60G13/12 半流体的，即具有粉末状介质的

B60G13/14 具有聚积可用能量减振器的，例如聚积压缩空气

B60G13/16 具有动力减振器作为主要减振装置的，即具有不同相振动的弹簧质量系统

B60G13/18 与能量吸收装置结合的

