Title: 在等离子体、导电液体流或流体承载的导电粒子流、磁粒子流与线圈系统或磁场之间的 相互电动作用，将质量流的能量转变为电能，或作相反转变的电机

Code: H02K44/00

========================================

H02K44/02 电动泵

H02K44/04 传号泵

H02K44/06 感应泵

H02K44/08 磁流体〔MHD〕发电机

H02K44/10 电极的结构零部件

H02K44/12 流体通道的结构零部件

H02K44/14 圆形或螺旋形的通道

H02K44/16 磁回路的结构零部件

H02K44/18 用于产生交流电能的

H02K44/20 用改变磁场极性的

H02K44/22 用改变流体的传导率的

H02K44/24 用倒换流体方向的

H02K44/26 用建立移动式磁场的

H02K44/28 磁流体发电机与常规发电机的联合（核发电厂包括磁流体发电机的入G21D7/02）

