Title: 向人体或从人体传递非机械形式的能量的外科器械、装置或方法（眼 外科入A61F9/007；耳外科入A61F11/20）

Code: A61B18/00

========================================

A61B18/02 通过冷却，例如低温技术

A61B18/04 通过加热（通过实施电磁辐射的入A61B18/18）

A61B18/06 通过化学反应产生的

A61B18/08 利用电加热探子

A61B18/10 其电源

A61B18/12 采用使电流通过待加热组织的方式，例如，高频电流

A61B18/14 其探子或电极

A61B18/16 其用于接地的中性或无源电极

A61B18/18 通过实施电磁辐射，例如微波

A61B18/20 利用激光

A61B18/22 沿着或穿过一个柔性管道将波束引入的，例如，一个光纤；其手持件

A61B18/24 带有导管的（A61B18/26，A61B18/28优先）

A61B18/26 用于产生振动波的，例如，激光碎石术

A61B18/28 用于加热一个热探子或热吸收体的

