Title: 用于放射诊断的设备或装置；与放射治疗设备相结合的放射诊断设备 或装置（用于核医学领域的测量辐射强度的仪器，例如计数，入 G01T1/161）

Code: A61B6/00

========================================

A61B6/02 依次在不同平面中诊断的仪器；立体放射诊断

A61B6/03 计算机断层摄影术

A61B6/04 病人的定位；可倾斜床或类似物

A61B6/06 光阑

A61B6/08 将放射射线束引导到特定点上的辅助装置，例如利用光束

A61B6/10 特别适用的安全装置

A61B6/12 用于检测或定位异物的装置

A61B6/40 特别适于放射诊断的放射产生装置

A61B6/42 特别适于放射诊断的放射检测装置

A61B6/46 与操作者或患者交互的装置

A61B6/50 特别适于特定身体部位；特别适于特定临床应用

A61B6/51 牙科用

A61B6/58 其测试、调整或校准

