Title: 旨在增加地面附着力的车轮或车轮附件（车用轮胎入B60C；可临时装在弹性轮胎或 弹性轮胎车轮上的防滑装置入B60C27/00）

Code: B60B15/00

========================================

B60B15/02 带有铲形抓地齿的车轮

B60B15/04 有弹性固定的铲形抓地齿的

B60B15/06 有铰接的铲形抓地齿的

B60B15/08 有相对轮胎触地面作轴向位移的铲形抓地齿的

B60B15/10 有径向可调的铲形抓地齿的；及其所用控制机构

B60B15/12 带凸轮或偏心环的

B60B15/14 带轴向可移位锥体的

B60B15/16 带齿轮传动装置的，例如与铲形抓地齿上的丝杠啮合的主动齿轮

B60B15/18 带有接地行走板状爪的车轮

B60B15/20 有弹性固定爪的，例如轮辐上

B60B15/22 用连杆与轮毂连接的

B60B15/24 减少抓地齿在道路上行驶阻力的胎圈或胎环

B60B15/26 可装在主轮体上增加附着面的辅助车轮或环

B60B15/28 车轮配重；及其附件

