Title: 用于切割任何种类材料的锯床或锯切装置的刀具修整，例如在锯切刀具的制造过程 中修整

Code: B23D63/00

========================================

B23D63/02 用手工操作装置进行锯齿的定位

B23D63/04 用动力操作装置进行圆锯，直锯条或带锯条的锯齿定位

B23D63/06 锯齿切割刃的镦锻，如型锻

B23D63/08 锯齿切割刃的刃磨

B23D63/10 用锉削

B23D63/12 用磨削

B23D63/14 圆锯片的刃磨

B23D63/16 链锯的（开榫链切割器的入B24B3/14）

B23D63/18 损坏锯片的矫直，锯片侧面的翻修，如用磨削

B23D63/20 修整锯齿的组合工艺，如兼有硬化和定位

