Title: 以用于提升或卷扬机构为特点的制动或停止装置，如用于控制载荷下降的（用于滑 轮组的入B66D3/10）

Code: B66D5/00

========================================

B66D5/02 作用于卷筒或钢绳的起重机、电梯、起重机或绞车的制动器

B66D5/04 由离心力致动的

B66D5/06 径向作用的（B66D5/20优先）

B66D5/08 包含有制动块或制动瓦的

B66D5/10 包含有制动带的

B66D5/12 轴向作用的（B66D5/22优先）

B66D5/14 包含有制动盘的

B66D5/16 作用于钢绳或钢缆的

B66D5/18 能产生与悬吊的载荷成比例的制动力的；由载荷致动的制动器

B66D5/20 径向作用的

B66D5/22 轴向作用的

B66D5/24 操纵装置

B66D5/26 气动或液压的

B66D5/28 专门适用于卷扬装置的，如用于矿井提升机

B66D5/30 电动的

B66D5/32 停止装置

B66D5/34 有闩锁的

