Title: 具有1个或更多的不饱和脂族基化合物的均聚物或共聚物，每个不饱和脂族基只有1个碳- 碳双键，并且至少有1个是以饱和羧酸或碳酸或卤甲酸的酰氧基为终端

Code: C08F18/00

========================================

C08F18/02 一元羧酸酯

C08F18/04 乙烯基酯

C08F18/06 甲酸乙烯酯

C08F18/08 乙酸乙烯酯

C08F18/10 含有3个或更多碳原子的一元羧酸的酯

C08F18/12 与含3个或更多碳原子的不饱和醇

C08F18/14 多元羧酸的酯类

C08F18/16 与含3个或更多碳原子的醇

C08F18/18 邻苯二甲酸二烯丙酯

C08F18/20 含卤素的酯类

C08F18/22 含氮的酯类

C08F18/24 碳酸或卤甲酸的酯类

