Title: 具有1个或更多的不饱和脂族基化合物的共聚物，至少有1个不饱和脂族基具有两个或更 多的碳-碳双键（C08F232/00优先）

Code: C08F236/00

========================================

C08F236/02 只有两个碳-碳双键的基团

C08F236/04 共轭的

C08F236/06 丁二烯

C08F236/08 异戊二烯

C08F236/10 与乙烯基-芳香族单体

C08F236/12 与腈

C08F236/14 含有除碳及氢以外的其他元素

C08F236/16 含卤素

C08F236/18 含氯

C08F236/20 非共轭的

C08F236/22 具有3个或更多碳-碳双键的基团

