Title: 具有1个或更多的不饱和脂族基化合物的均聚物或共聚物，每个不饱和脂族基只有1个碳- 碳双键，并且至少有1个是以卤素为终端

Code: C08F14/00

========================================

C08F14/02 含氯单体

C08F14/04 含两个碳原子单体

C08F14/06 氯乙烯

C08F14/08 偏二氯乙烯

C08F14/12 1,2-二氯乙烯

C08F14/14 含3个或更多碳原子的单体

C08F14/16 含溴或碘的单体

C08F14/18 含氟的单体

C08F14/20 氟乙烯

C08F14/22 偏二氟乙烯

C08F14/24 三氟氯乙烯

C08F14/26 四氟乙烯

C08F14/28 六氟丙烯

