Title: 具有1个或更多不饱和脂族基化合物的共聚物，每个不饱和脂族基只有1个碳-碳双键，并 且至少有1个是以饱和羧酸、碳酸或卤甲酸的酰氧基为终端

Code: C08F218/00

========================================

C08F218/02 一元羧酸的酯

C08F218/04 乙烯基酯

C08F218/06 甲酸乙烯酯

C08F218/08 乙酸乙烯酯

C08F218/10 含3个或更多碳原子一元羧酸的

C08F218/12 与含3个或更多碳原子不饱和醇的

C08F218/14 多元羧酸的酯

C08F218/16 与含3个或更多碳原子的醇

C08F218/18 邻苯二甲酸二烯丙酯

