Title: 具有1个或更多的不饱和脂族基团化合物的均聚物或共聚物，每个不饱和脂族基团只有1 个碳-碳双键，并且至少有1个是以芳香族碳环为终端

Code: C08F12/00

========================================

C08F12/02 仅含1个不饱和脂族基的单体

C08F12/04 含1个环

C08F12/06 烃

C08F12/08 苯乙烯

C08F12/12 含1个连接到环上的支化的不饱和脂族基团或烷基基团

C08F12/14 以杂原子或含有杂原子基团取代的

C08F12/16 卤素

C08F12/18 氯

C08F12/20 氟

C08F12/22 氧

C08F12/24 酚类或醇类

C08F12/26 氮

C08F12/28 胺类

C08F12/30 硫

C08F12/32 含两个或更多的环

C08F12/34 含两个或更多个不饱和脂族基的单体

C08F12/36 二乙烯苯

