Title: 具有1个或更多的不饱和脂族基化合物的共聚物，每个不饱和脂族基只有1个碳-碳双键， 并且至少有1个是以卤素为终端

Code: C08F214/00

========================================

C08F214/02 含氯的单体

C08F214/04 含两个碳原子的单体

C08F214/06 氯乙烯

C08F214/08 偏二氯乙烯

C08F214/10 与腈

C08F214/12 1，2-二氯乙烯

C08F214/14 含3个或更多碳原子的单体

C08F214/16 含溴或碘的单体

C08F214/18 含氟的单体

C08F214/20 氟乙烯

C08F214/22 偏二氟乙烯

C08F214/24 三氟氯乙烯

C08F214/26 四氟乙烯

C08F214/28 六氟丙烯

