Title: 耐火铸型或型芯材料的成分；其颗粒构造（一般耐火材料入C04B35/00）；铸型的成 型或制作上的化学或物理特征

Code: B22C1/00

========================================

B22C1/02 以专门用途的添加剂为特征的，如指示剂或落砂添加物

B22C1/04 用于铸造的保护，如防止脱碳

B22C1/06 用于极易氧化金属的铸造

B22C1/08 用于减少铸型收缩，如用于熔模制造

B22C1/10 用于影响造型材料的硬化趋势（只影响黏结剂的硬化趋势入B22C1/16）

B22C1/12 用于制造永久性铸型或型芯

B22C1/14 用于从铸型中分离模型

B22C1/16 以黏结剂的使用为特征的；黏结剂的混合物

B22C1/18 无机黏结剂的

B22C1/20 有机黏结剂的

B22C1/22 树脂或松香的

B22C1/24 油或脂的；其蒸馏残余物的

B22C1/26 碳水化合物的；其蒸馏残余物的

