Title: 专门适用于铸型材料的清理或处理的机械或设备（适于一般的见有关类，如用于水 沉性材料的入B28C）

Code: B22C5/00

========================================

B22C5/02 采用基本的或附加的离心方法清理

B22C5/04 用研磨，搀和，混合，捏合，搅拌方法

B22C5/06 用筛分或磁性分离

B22C5/08 用喷洒、冷却或干燥

B22C5/10 用粉尘分离

B22C5/12 用于填充砂箱（与压实结合的入B22C15/20至B22C15/28）

B22C5/13 在真空密封造型过程中

B22C5/14 储存或处理已备好的造型材料用的设备，为了制造这些材料形成车间的一部分

B22C5/16 有输送机或其他送料设备的

B22C5/18 用于准备造型材料的车间

