Title: 特别适用于特定功能的数字计算设备或数据处理设备或数据处理方法（信息检索，数据 库结构或文件系统结构，G06F 16/00）

Code: G06F17/00

========================================

G06F17/10 复杂数学运算的

G06F17/11 用于解决方程式的

G06F17/12 联立方程式的

G06F17/13 微分方程的（使用数字微分分析器的入G06F7/64）

G06F17/14 傅立叶、沃尔什或类似的域换算的

G06F17/15 相关函数计算的

G06F17/16 矩阵或向量计算的

G06F17/17 利用近似方法进行函数换算的，例如内推法或外推法、修匀法或最小均方根法

G06F17/18 用于换算统计数据的

G06F17/40 数据的获取和记录（输入到计算机的入G06F3/00）

