Title: 旅行或野营用品（旅行毯入A47G9/06）；随身携带的袋或包（可变成 其他用品的入A45F4/00）

Code: A45F3/00

========================================

A45F3/02 用一条布带背在肩上的袋或包

A45F3/04 用两条布带背在双肩上的袋或包

A45F3/06 专适于军用

A45F3/08 携带框架；与袋结合的框架

A45F3/10 人体上带的包架

A45F3/12 垫肩

A45F3/14 携带用带子；携包用的装具

A45F3/15 专适用于带小船的装具

A45F3/16 水瓶；饭盒；杯子

A45F3/18 刚性材料的

A45F3/20 柔性材料的；可折叠或可堆放的杯

A45F3/22 吊床；吊床展开装置

A45F3/24 台；支架

A45F3/26 吊座

A45F3/44 适用于插在地上的物件支架

A45F3/46 野餐用具（野餐盒入A45C 11/20）

A45F3/48 针线包

A45F3/50 作为旅行用品的地图盒

A45F3/52 防虫网

