Title: 牙科工具或器械（植牙工具入A61C8/00；紧固假牙用的工具入 A61C13/12；目视检查装置，例如牙科镜，入A61B1/24）

Code: A61C3/00

========================================

A61C3/02 牙钻或切割机械；类似喷砂机作用的机械

A61C3/025 类似喷砂机作用的器械，例如用于清洁、磨光或切割牙齿

A61C3/03 振动运转的器械

A61C3/04 按使用次序夹持牙钻的支架

A61C3/06 磨牙盘或磨光盘；它们的夹持器

A61C3/08 牙填补器或牙锤

A61C3/10 牙科小镊子或类似物

A61C3/12 牙锯

A61C3/14 用于拔牙的牙医钳或类似物

A61C3/16 去掉牙冠的牙医钳

