Title: 手动轻便钉U形钉工具；手持机动钉U形钉工具（外科手术用钉U形钉工具入 A61B17/068，A61B17/115；与执行操作无特殊关联的轻便机动工具的零件或部件， 如机壳、机体入B25F5/00；钉U形钉机械入B27F7/17）；所用的U形钉供料装置（外 科手术用U形钉入A61B17/064；U形钉入F16B15/00）

Code: B25C5/00

========================================

B25C5/02 有将U形钉端部弯曲到工件上的装置

B25C5/04 有在工具内形成U形钉的装置

B25C5/06 没有将U形钉端部弯曲到工件上的装置

B25C5/08 有在工具内形成U形钉的装置

B25C5/10 驱动装置

B25C5/11 用人力操作的

B25C5/13 用流体压力操作的

B25C5/15 用电力操作的

B25C5/16 U形钉送料装置

