Title: 帽子别针、围巾别针、安全别针或类似物（属于装饰性的入A44C；发 针入A45D8/02）

Code: A44B9/00

========================================

A44B9/02 简单别针

A44B9/04 普通别针

A44B9/06 帽别针

A44B9/08 领带别针（与带有连在衣服上的外壳部件相连的别针入A44B6/00）

A44B9/10 安全器件

A44B9/12 安全别针

A44B9/14 普通安全别针

A44B9/16 胸针；胸部用别针

A44B9/18 铰链；锁紧装置

A44B9/20 连接玻璃或类似饰物头于别针的杆

