Title: 用液体、气体或蒸汽对纺织料进行处理，如洗涤、染色、漂白、上浆或浸渍（丝光入 D06B7/00；溶剂处理入D06B9/00；纺织材料的局部处理入D06B11/00；借助振动入 D06B13/00）

Code: D06B1/00

========================================

D06B1/02 喷雾或喷射（D06B1/08优先）

D06B1/04 倾倒或允许流至纺织材料的表面

D06B1/06 流过倾斜的表面

D06B1/08 从与纺织材料相接触或几乎接触的出口

D06B1/10 与纺织材料传送装置相接触

D06B1/12 摩擦接触，如与刷子或衬垫

D06B1/14 与滚筒

D06B1/16 从滚筒内供应处理的材料

