Title: 应用电动力效应的继电器，即由载流导体和磁场的相互作用力引起两者相对运动而使继 电器的触点开闭的

Code: H01H53/00

========================================

H01H53/01 零部件

H01H53/015 可动线圈；以及与其相连的触点驱动机构

H01H53/02 电动式继电器，即两载流导体间相互作用的继电器

H01H53/04 铁磁电动式继电器，即磁场集中作用于铁磁部件的继电器

H01H53/06 永磁式继电器，即磁场由永久磁铁产生的继电器

H01H53/08 由水银触点构成载流导体的

H01H53/10 感应式继电器，即由磁场和该磁场在导体内感应的电流间的相互作用而动作的继电器

H01H53/12 费拉里斯两相感应式继电器

H01H53/14 触点由电动机经液压机构操作的，如由电动机驱动的泵操作的

