Title: 由几个弹簧组成的弹簧组件，如为获得所需要的弹簧特性（包括流体弹簧的入 F16F5/00，F16F13/00）

Code: F16F3/00

========================================

F16F3/02 带有由钢或其他具有低摩擦材料制成的弹簧

F16F3/04 仅由盘簧组成

F16F3/06 其中有些盘簧围绕另一些盘簧放置，以这种方式通过相互摩擦，盘簧彼此相互抑制

F16F3/07 与充气或充液的室结合

F16F3/08 带有由高内摩擦材料制成的弹簧，如橡胶材料

F16F3/087 包括由塑料或类似材料组成的几个弹簧的单元（F16F1/40优先）

F16F3/093 弹簧有不同的材料，如有不同类型的橡胶

F16F3/10 与由钢或其他低内摩擦材料制成的弹簧结合

F16F3/12 钢弹簧和橡胶弹簧接触，如嵌入其中

