Title: 马弗炉；干馏炉；其他炉料完全隔绝的炉（在其内机械移动炉料的炉或类似的炉料靠重 力在炉内移动的炉入F27B9/00）

Code: F27B5/00

========================================

F27B5/02 多室式的

F27B5/04 适用于在真空中或特殊气氛中处理炉料的

F27B5/05 在真空中

F27B5/06 零部件、附件或特别适用于这类炉的装置

F27B5/08 炉衬配置

F27B5/10 马弗炉膛

F27B5/12 装料装置的配置

F27B5/13 卸料装置的配置

F27B5/14 加热装置的配置

F27B5/16 空气或气体供给装置的配置

F27B5/18 控制、监测、警报或类似装置的配置

