Title: 棒、型材或管的弯曲（B21D11/02至B21D11/18优先；用心轴或类似件的入 B21D9/00）

Code: B21D7/00

========================================

B21D7/02 在固定成型元件上方；采用摆动成型元件或墩

B21D7/022 仅在固定成型元件上方

B21D7/024 用摆动成型元件

B21D7/025 并且推或拉工件末端

B21D7/028 并且同时改变外形，如保险杠成型

B21D7/03 带有保持型材形状的装置

B21D7/04 在可动排列的成型元件上方（B21D7/02优先）

B21D7/06 在压弯机中或压头与砧或支座之间；带成型模的钳

B21D7/08 用在辊间通过或穿过曲线模的方式

B21D7/10 通过将元件和柔性弯曲装置对接，如用链、索

B21D7/12 有程序控制的

B21D7/14 与弯度或长度的测量相结合

B21D7/16 辅助设备，如用于弯曲的加热或冷却

