Title: 对仅在组B21D5/00，B21D7/00，B21D9/00中之一提及的材料形状不限的弯曲；未包 括在组B21D5/00至B21D9/00内的弯曲；扭曲

Code: B21D11/00

========================================

B21D11/02 用延展或拉过模具的方式进行弯曲

B21D11/06 形成螺旋或螺线形的弯曲；连续U形管的成型，如蛇形管

B21D11/07 用基本在一个平面上的弯曲制造蛇形产品

B21D11/08 用改变工件部分截面厚度的方法弯曲（B21D11/06优先）

B21D11/10 专门适用于生产特定产品的弯曲，如板簧

B21D11/12 混凝土钢筋制品

B21D11/14 扭曲

B21D11/15 混凝土钢筋条

B21D11/16 曲轴

B21D11/18 折曲

B21D11/20 未另外列出的金属板的弯曲

B21D11/22 辅助设备，如定位装置

