Title: 用液体作为分离剂从气体、空气或蒸气中分离弥散的粒子（B01D45/10优先；分馏塔 或其部件入B01D3/16）

Code: B01D47/00

========================================

B01D47/02 使气体、空气或蒸气从液体浴槽上或浴槽里通过

B01D47/04 使气体、空气或蒸气通过泡沫材料

B01D47/05 通过分离剂的冷凝作用

B01D47/06 喷洗

B01D47/08 带有回旋式喷嘴的

B01D47/10 文杜里涤气器

B01D47/12 带有多个不同洗涤段的洗涤器（B01D47/14优先）

B01D47/14 填充洗涤塔

B01D47/16 非转动喷嘴式的，具有使清洗液雾化的旋转机构的装置

B01D47/18 带有横排轴的

