Title: 阴离子交换；作为阴离子交换剂材料的使用；用于改进阴离子交换性能的材料的处 理（离子交换色谱方法入B01D15/36）

Code: B01J41/00

========================================

B01J41/02 利用无机交换剂的方法

B01J41/04 利用有机交换剂的方法

B01J41/05 以强酸性的形式

B01J41/07 以弱酸性的形式

B01J41/08 用作阴离子交换剂的材料；用于改进阴离子交换性能的材料的处理

B01J41/09 有机材料

B01J41/10 无机材料

B01J41/12 大分子化合物

B01J41/13 除仅由碳-碳不饱和键反应以外的反应获得的

B01J41/14 由只包括未饱和的碳—碳键的反应中取得的

B01J41/16 纤维素或木材及其衍生物

B01J41/18 碳、煤或焦油

B01J41/20 用于色谱方法的阴离子交换剂

