Title: 有旋转式转鼓的离心机，并配有坚固的套筒，主要用来分离带有或不带有固体微粒 的液体混合物

Code: B04B1/00

========================================

B04B1/02 不用插入分离隔板

B04B1/04 用插入分离隔板

B04B1/06 圆柱形的

B04B1/08 锥形的

B04B1/10 出料口在转鼓最大直径的面上

B04B1/12 连续出料

B04B1/14 间歇出料

B04B1/16 用转鼓的旋转速度控制出料口

B04B1/18 用辅助液体的离心力控制

B04B1/20 用与转鼓同轴且相对于转鼓转动的螺旋输送器从转鼓里排出固体微粒

